days,data_per_day,calls,sms,network,netflix,prime,hotstar,sony_liv,zee5,jiocinema,price
7,5,1,0,5,0,0,0,0,0,0,199
14,3,1,0,5,0,0,0,0,0,0,234
28,4,1,1,5,0,1,0,0,0,0,576
56,3,1,1,5,0,1,0,0,0,0,800
14,5,1,0,5,0,0,0,0,0,0,318
28,1,1,1,4,0,0,0,0,0,0,205
7,5,1,0,5,0,0,0,0,0,0,209
28,2,1,0,4,0,0,0,0,0,0,274
28,1,1,1,4,0,0,0,0,0,0,200
84,2,1,1,5,1,1,1,0,0,0,1104
7,5,1,0,5,0,0,0,0,0,0,184
14,3,1,0,5,0,0,0,0,0,0,229
14,1,1,1,4,0,0,0,0,0,0,130
7,3,1,0,5,0,0,0,0,0,0,157
28,4,1,1,5,1,0,1,0,0,0,710
28,3,1,1,5,0,1,1,0,0,0,566
14,5,1,0,5,0,0,0,0,0,0,303
14,1,1,0,4,0,0,0,0,0,0,115
28,2,1,1,4,0,0,0,0,0,0,289
56,3,1,1,5,1,1,1,0,0,0,1033
84,2,1,1,5,1,1,1,0,0,0,1074
14,3,1,0,5,0,0,0,0,0,0,224
14,5,1,0,5,0,0,0,0,0,0,303
14,2,1,0,4,0,0,0,0,0,0,147
28,1,1,1,4,0,0,0,0,0,0,210
14,2,1,0,4,0,0,0,0,0,0,167
84,3,1,1,5,1,1,1,0,0,0,1331
7,3,1,0,5,0,0,0,0,0,0,162
56,3,1,1,5,0,0,1,0,0,0,790
28,3,1,1,5,1,1,1,0,0,0,720
84,2,1,1,5,1,1,1,0,0,0,1094
84,3,1,1,5,1,1,1,0,0,0,1336
28,2,1,1,4,0,0,0,0,0,0,274
84,2,1,1,5,1,1,1,0,0,0,1084
28,4,1,1,5,1,0,0,0,0,0,641
56,3,1,1,5,1,0,0,0,0,0,860
56,3,1,1,5,1,1,1,0,0,0,1043
28,3,1,1,5,1,1,1,0,0,0,715
28,1,1,0,4,0,0,0,0,0,0,190
7,5,1,0,5,0,0,0,0,0,0,199
14,5,1,0,5,0,0,0,0,0,0,303
14,3,1,0,5,0,0,0,0,0,0,224
14,3,1,0,5,0,0,0,0,0,0,224
28,3,1,1,5,1,1,1,0,0,0,720
28,1,1,1,4,0,0,0,0,0,0,215
84,2,1,1,5,1,1,1,0,0,0,1079
56,2,1,1,5,1,1,1,0,0,0,855
28,1,1,0,4,0,0,0,0,0,0,180
14,1,1,1,4,0,0,0,0,0,0,125
56,2,1,1,5,1,1,1,0,0,0,880
7,5,1,0,5,0,0,0,0,0,0,194
56,4,1,1,5,1,1,1,0,0,0,1196
7,5,1,0,5,0,0,0,0,0,0,189
7,3,1,0,5,0,0,0,0,0,0,167
56,3,1,1,5,0,1,0,0,0,0,800
14,2,1,0,4,0,0,0,0,0,0,167
14,3,1,0,5,0,0,0,0,0,0,244
14,5,1,0,5,0,0,0,0,0,0,318
28,1,1,0,4,0,0,0,0,0,0,190
28,1,1,1,4,0,0,0,0,0,0,195
7,5,1,0,5,0,0,0,0,0,0,184
28,1,1,1,4,0,0,0,0,0,0,200
14,2,1,1,4,0,0,0,0,0,0,167
14,1,1,0,4,0,0,0,0,0,0,115
84,3,1,1,5,1,1,1,0,0,0,1331
28,1,1,0,4,0,0,0,0,0,0,190
56,2,1,1,5,1,1,1,0,0,0,875
28,1,1,1,4,0,0,0,0,0,0,205
56,3,1,1,5,1,1,1,0,0,0,1038
14,1,1,0,4,0,0,0,0,0,0,120
28,1,1,0,4,0,0,0,0,0,0,180
56,3,1,1,5,0,1,1,0,0,0,879
14,2,1,0,4,0,0,0,0,0,0,147
14,5,1,0,5,0,0,0,0,0,0,298
84,3,1,1,5,1,1,1,0,0,0,1341
7,3,1,0,5,0,0,0,0,0,0,167
28,1,1,0,4,0,0,0,0,0,0,190
7,5,1,0,5,0,0,0,0,0,0,184
28,4,1,1,5,1,1,1,0,0,0,794
14,2,1,1,4,0,0,0,0,0,0,167
28,3,1,1,5,1,1,1,0,0,0,730
56,3,1,1,5,1,1,1,0,0,0,1038
56,4,1,1,5,0,1,0,0,0,0,978
56,3,1,1,5,1,1,1,0,0,0,1028
14,5,1,0,5,0,0,0,0,0,0,298
14,2,1,1,4,0,0,0,0,0,0,167
7,3,1,0,5,0,0,0,0,0,0,142
7,5,1,0,5,0,0,0,0,0,0,184
56,2,1,1,5,1,1,1,0,0,0,855
14,5,1,0,5,0,0,0,0,0,0,303
28,4,1,1,5,1,0,1,0,0,0,705
14,5,1,0,5,0,0,0,0,0,0,323
56,3,1,1,5,1,1,1,0,0,0,1028
56,4,1,1,5,1,1,1,0,0,0,1211
56,3,1,1,5,1,1,1,0,0,0,1038
56,3,1,1,5,0,1,1,0,0,0,874
14,1,1,0,4,0,0,0,0,0,0,120
84,2,1,1,5,1,1,1,0,0,0,1084
84,2,1,1,5,1,1,1,0,0,0,1079
84,3,1,1,5,1,1,1,0,0,0,1326
28,4,1,1,5,1,0,0,0,0,0,616
84,3,1,1,5,1,1,1,0,0,0,1351
14,3,1,0,5,0,0,0,0,0,0,214
84,3,1,1,5,1,1,1,0,0,0,1336
28,2,1,1,4,0,0,0,0,0,0,289
84,3,1,1,5,1,1,1,0,0,0,1331
14,3,1,0,5,0,0,0,0,0,0,224
84,3,1,1,5,1,1,1,0,0,0,1346
84,2,1,1,5,1,1,1,0,0,0,1084
56,3,1,1,5,1,1,1,0,0,0,1028
14,5,1,0,5,0,0,0,0,0,0,328
14,5,1,0,5,0,0,0,0,0,0,323
84,3,1,1,5,1,1,1,0,0,0,1346
56,4,1,1,5,0,0,1,0,0,0,958
28,3,1,1,5,1,0,0,0,0,0,542
56,2,1,1,5,1,1,1,0,0,0,855
56,3,1,1,5,1,1,1,0,0,0,1043
84,2,1,1,5,1,1,1,0,0,0,1099
84,2,1,1,5,1,1,1,0,0,0,1094
84,3,1,1,5,1,1,1,0,0,0,1341
56,3,1,1,5,1,1,1,0,0,0,1028
84,2,1,1,5,1,1,1,0,0,0,1094
7,3,1,0,5,0,0,0,0,0,0,137
28,4,1,1,5,1,1,1,0,0,0,794
7,5,1,0,5,0,0,0,0,0,0,184
84,3,1,1,5,1,1,1,0,0,0,1331
14,1,1,0,4,0,0,0,0,0,0,120
14,1,1,1,4,0,0,0,0,0,0,135
14,3,1,0,5,0,0,0,0,0,0,234
7,3,1,0,5,0,0,0,0,0,0,147
28,2,1,0,4,0,0,0,0,0,0,269
56,2,1,1,5,1,1,1,0,0,0,880
56,3,1,1,5,0,1,0,0,0,0,810
56,2,1,1,5,1,1,1,0,0,0,870
14,3,1,0,5,0,0,0,0,0,0,244
84,2,1,1,5,1,1,1,0,0,0,1094
84,2,1,1,5,1,1,1,0,0,0,1099
28,3,1,1,5,0,1,0,0,0,0,482
14,3,1,0,5,0,0,0,0,0,0,214
84,3,1,1,5,1,1,1,0,0,0,1356
28,4,1,1,5,0,1,1,0,0,0,675
7,3,1,0,5,0,0,0,0,0,0,157
14,3,1,0,5,0,0,0,0,0,0,239
84,3,1,1,5,1,1,1,0,0,0,1336
56,4,1,1,5,0,1,0,0,0,0,968
28,1,1,1,4,0,0,0,0,0,0,205
56,2,1,1,5,1,1,1,0,0,0,850
56,4,1,1,5,1,1,0,0,0,0,1132
56,4,1,1,5,0,1,0,0,0,0,958
28,2,1,1,4,0,0,0,0,0,0,274
14,2,1,0,4,0,0,0,0,0,0,147
7,5,1,0,5,0,0,0,0,0,0,199
28,2,1,0,4,0,0,0,0,0,0,264
14,3,1,0,5,0,0,0,0,0,0,239
28,3,1,1,5,1,0,0,0,0,0,542
56,3,1,1,5,0,0,1,0,0,0,775
56,2,1,1,5,1,1,1,0,0,0,860
84,2,1,1,5,1,1,1,0,0,0,1084
84,2,1,1,5,1,1,1,0,0,0,1084
84,3,1,1,5,1,1,1,0,0,0,1346
84,3,1,1,5,1,1,1,0,0,0,1326
7,3,1,0,5,0,0,0,0,0,0,142
56,2,1,1,5,1,1,1,0,0,0,880
28,4,1,1,5,1,0,0,0,0,0,646
28,4,1,1,5,1,1,0,0,0,0,725
28,3,1,1,5,1,0,1,0,0,0,641
28,4,1,1,5,1,1,1,0,0,0,804
14,1,1,1,4,0,0,0,0,0,0,125
56,2,1,1,5,1,1,1,0,0,0,860
28,4,1,1,5,0,0,1,0,0,0,571
84,2,1,1,5,1,1,1,0,0,0,1094
14,5,1,0,5,0,0,0,0,0,0,318
28,1,1,1,4,0,0,0,0,0,0,200
14,5,1,0,5,0,0,0,0,0,0,318
28,2,1,1,4,0,0,0,0,0,0,294
56,2,1,1,5,1,1,1,0,0,0,875
84,2,1,1,5,1,1,1,0,0,0,1089
7,5,1,0,5,0,0,0,0,0,0,199
56,4,1,1,5,1,1,1,0,0,0,1186
14,2,1,1,4,0,0,0,0,0,0,187
56,4,1,1,5,0,0,1,0,0,0,948
28,3,1,1,5,0,0,1,0,0,0,467
7,5,1,0,5,0,0,0,0,0,0,179
28,4,1,1,5,1,1,0,0,0,0,720
14,3,1,0,5,0,0,0,0,0,0,244
84,3,1,1,5,1,1,1,0,0,0,1331
84,3,1,1,5,1,1,1,0,0,0,1356
56,2,1,1,5,1,1,1,0,0,0,865
56,4,1,1,5,0,0,1,0,0,0,958
84,2,1,1,5,1,1,1,0,0,0,1089
28,3,1,1,5,1,1,1,0,0,0,715
28,1,1,1,4,0,0,0,0,0,0,205
7,5,1,0,5,0,0,0,0,0,0,189
28,1,1,1,4,0,0,0,0,0,0,205
56,3,1,1,5,1,1,1,0,0,0,1043
28,1,1,1,4,0,0,0,0,0,0,195
56,3,1,1,5,1,0,1,0,0,0,949
14,1,1,1,4,0,0,0,0,0,0,115
28,3,1,1,5,0,1,1,0,0,0,576
56,4,1,1,5,1,1,1,0,0,0,1216
56,2,1,1,5,1,1,1,0,0,0,860
28,4,1,1,5,0,1,0,0,0,0,576
56,4,1,1,5,0,1,0,0,0,0,988
14,5,1,0,5,0,0,0,0,0,0,323
28,2,1,1,4,0,0,0,0,0,0,289
56,3,1,1,5,1,1,0,0,0,0,959
7,5,1,0,5,0,0,0,0,0,0,184
7,3,1,0,5,0,0,0,0,0,0,142
28,2,1,0,4,0,0,0,0,0,0,279
7,3,1,0,5,0,0,0,0,0,0,137
56,4,1,1,5,1,0,1,0,0,0,1112
14,3,1,0,5,0,0,0,0,0,0,244
28,2,1,1,4,0,0,0,0,0,0,279
14,1,1,1,4,0,0,0,0,0,0,135
14,3,1,0,5,0,0,0,0,0,0,234
14,2,1,0,4,0,0,0,0,0,0,157
56,4,1,1,5,0,1,0,0,0,0,978
56,3,1,1,5,1,0,0,0,0,0,850
56,2,1,1,5,1,1,1,0,0,0,860
56,3,1,1,5,1,1,1,0,0,0,1018
56,4,1,1,5,0,1,0,0,0,0,958
14,2,1,1,4,0,0,0,0,0,0,187
28,1,1,1,4,0,0,0,0,0,0,190
28,4,1,1,5,0,1,0,0,0,0,586
14,2,1,0,4,0,0,0,0,0,0,162
56,3,1,1,5,1,1,0,0,0,0,964
56,2,1,1,5,1,1,1,0,0,0,850
14,1,1,0,4,0,0,0,0,0,0,100
56,2,1,1,5,1,1,1,0,0,0,860
14,3,1,0,5,0,0,0,0,0,0,224
14,1,1,1,4,0,0,0,0,0,0,125
28,1,1,0,4,0,0,0,0,0,0,185
14,5,1,0,5,0,0,0,0,0,0,318
56,2,1,1,5,1,1,1,0,0,0,875
84,3,1,1,5,1,1,1,0,0,0,1351
14,2,1,1,4,0,0,0,0,0,0,167
7,5,1,0,5,0,0,0,0,0,0,204
14,5,1,0,5,0,0,0,0,0,0,318
14,2,1,0,4,0,0,0,0,0,0,152
28,3,1,1,5,1,1,0,0,0,0,651
28,2,1,0,4,0,0,0,0,0,0,254
28,4,1,1,5,0,1,1,0,0,0,655
56,4,1,1,5,1,1,1,0,0,0,1196
14,5,1,0,5,0,0,0,0,0,0,308
14,2,1,1,4,0,0,0,0,0,0,162
28,3,1,1,5,1,1,1,0,0,0,730
14,2,1,1,4,0,0,0,0,0,0,162
56,2,1,1,5,1,1,1,0,0,0,850
28,2,1,1,4,0,0,0,0,0,0,279
56,3,1,1,5,1,1,0,0,0,0,959
14,1,1,1,4,0,0,0,0,0,0,130
56,3,1,1,5,0,1,0,0,0,0,810
84,2,1,1,5,1,1,1,0,0,0,1084
14,3,1,0,5,0,0,0,0,0,0,234
14,5,1,0,5,0,0,0,0,0,0,308
14,5,1,0,5,0,0,0,0,0,0,328
56,2,1,1,5,1,1,1,0,0,0,870
28,1,1,1,4,0,0,0,0,0,0,185
28,3,1,1,5,0,1,1,0,0,0,571
84,3,1,1,5,1,1,1,0,0,0,1336
84,3,1,1,5,1,1,1,0,0,0,1351
14,2,1,0,4,0,0,0,0,0,0,172
56,4,1,1,5,0,1,0,0,0,0,968
7,3,1,0,5,0,0,0,0,0,0,157
14,5,1,0,5,0,0,0,0,0,0,313
56,2,1,1,5,1,1,1,0,0,0,870
28,4,1,1,5,1,1,1,0,0,0,809
28,2,1,0,4,0,0,0,0,0,0,264
28,1,1,0,4,0,0,0,0,0,0,190
28,1,1,0,4,0,0,0,0,0,0,195
56,4,1,1,5,1,1,1,0,0,0,1206
56,2,1,1,5,1,1,1,0,0,0,875
28,3,1,1,5,0,1,1,0,0,0,571
28,2,1,0,4,0,0,0,0,0,0,264
28,1,1,0,4,0,0,0,0,0,0,195
28,2,1,0,4,0,0,0,0,0,0,264
14,2,1,1,4,0,0,0,0,0,0,167
7,5,1,0,5,0,0,0,0,0,0,184
14,2,1,0,4,0,0,0,0,0,0,152
28,2,1,1,4,0,0,0,0,0,0,284
7,3,1,0,5,0,0,0,0,0,0,167
28,2,1,1,4,0,0,0,0,0,0,294
28,1,1,0,4,0,0,0,0,0,0,170
84,2,1,1,5,1,1,1,0,0,0,1094
84,2,1,1,5,1,1,1,0,0,0,1079
14,5,1,0,5,0,0,0,0,0,0,318
56,4,1,1,5,1,0,1,0,0,0,1102
14,3,1,0,5,0,0,0,0,0,0,239
56,3,1,1,5,1,0,0,0,0,0,865
28,2,1,0,4,0,0,0,0,0,0,279
14,1,1,1,4,0,0,0,0,0,0,140
28,3,1,1,5,0,1,0,0,0,0,512
28,1,1,0,4,0,0,0,0,0,0,180
28,2,1,1,4,0,0,0,0,0,0,284
14,1,1,1,4,0,0,0,0,0,0,135
56,3,1,1,5,1,1,1,0,0,0,1028
28,4,1,1,5,1,1,1,0,0,0,814
84,3,1,1,5,1,1,1,0,0,0,1351
7,5,1,0,5,0,0,0,0,0,0,209
56,3,1,1,5,0,1,0,0,0,0,810
56,2,1,1,5,1,1,1,0,0,0,860
14,2,1,0,4,0,0,0,0,0,0,152
14,2,1,0,4,0,0,0,0,0,0,147
56,4,1,1,5,1,1,1,0,0,0,1196
56,3,1,1,5,1,0,0,0,0,0,860
28,3,1,1,5,1,0,1,0,0,0,611
56,4,1,1,5,0,1,0,0,0,0,958
28,4,1,1,5,1,1,0,0,0,0,720
28,2,1,1,4,0,0,0,0,0,0,279
56,3,1,1,5,0,1,0,0,0,0,810
84,2,1,1,5,1,1,1,0,0,0,1084
84,3,1,1,5,1,1,1,0,0,0,1346
56,3,1,1,5,1,1,1,0,0,0,1018
56,4,1,1,5,1,0,1,0,0,0,1107
56,3,1,1,5,1,1,1,0,0,0,1018
7,5,1,0,5,0,0,0,0,0,0,189
14,1,1,0,4,0,0,0,0,0,0,115
84,3,1,1,5,1,1,1,0,0,0,1336
14,5,1,0,5,0,0,0,0,0,0,318
56,3,1,1,5,1,1,1,0,0,0,1033
14,3,1,0,5,0,0,0,0,0,0,224
28,2,1,0,4,0,0,0,0,0,0,274
14,1,1,0,4,0,0,0,0,0,0,110
14,5,1,0,5,0,0,0,0,0,0,298
7,3,1,0,5,0,0,0,0,0,0,147
14,3,1,0,5,0,0,0,0,0,0,234
14,5,1,0,5,0,0,0,0,0,0,303
14,2,1,0,4,0,0,0,0,0,0,162
7,3,1,0,5,0,0,0,0,0,0,157
56,4,1,1,5,1,1,0,0,0,0,1132
28,1,1,1,4,0,0,0,0,0,0,200
14,3,1,0,5,0,0,0,0,0,0,239
14,5,1,0,5,0,0,0,0,0,0,318
14,3,1,0,5,0,0,0,0,0,0,214
14,5,1,0,5,0,0,0,0,0,0,303
28,3,1,1,5,1,1,1,0,0,0,735
56,2,1,1,5,1,1,1,0,0,0,860
56,3,1,1,5,0,0,1,0,0,0,800
14,3,1,0,5,0,0,0,0,0,0,224
7,5,1,0,5,0,0,0,0,0,0,184
14,5,1,0,5,0,0,0,0,0,0,328
14,1,1,1,4,0,0,0,0,0,0,125
28,1,1,0,4,0,0,0,0,0,0,185
84,2,1,1,5,1,1,1,0,0,0,1094
7,3,1,0,5,0,0,0,0,0,0,152
7,3,1,0,5,0,0,0,0,0,0,157
28,1,1,0,4,0,0,0,0,0,0,185
28,2,1,0,4,0,0,0,0,0,0,264
84,3,1,1,5,1,1,1,0,0,0,1346
84,2,1,1,5,1,1,1,0,0,0,1074
84,2,1,1,5,1,1,1,0,0,0,1089
14,2,1,0,4,0,0,0,0,0,0,142
14,3,1,0,5,0,0,0,0,0,0,234
56,3,1,1,5,1,1,1,0,0,0,1038
28,2,1,0,4,0,0,0,0,0,0,284
14,3,1,0,5,0,0,0,0,0,0,224
56,3,1,1,5,1,0,0,0,0,0,840
14,2,1,0,4,0,0,0,0,0,0,147
28,1,1,0,4,0,0,0,0,0,0,190
28,3,1,1,5,1,1,1,0,0,0,725
28,3,1,1,5,0,1,1,0,0,0,571
56,2,1,1,5,1,1,1,0,0,0,855
56,3,1,1,5,1,1,1,0,0,0,1043
28,4,1,1,5,1,1,1,0,0,0,804
84,3,1,1,5,1,1,1,0,0,0,1351
56,4,1,1,5,1,1,1,0,0,0,1196
84,2,1,1,5,1,1,1,0,0,0,1074
14,1,1,1,4,0,0,0,0,0,0,135
7,3,1,0,5,0,0,0,0,0,0,152
7,3,1,0,5,0,0,0,0,0,0,147
14,1,1,1,4,0,0,0,0,0,0,120
7,5,1,0,5,0,0,0,0,0,0,189
84,3,1,1,5,1,1,1,0,0,0,1356
84,2,1,1,5,1,1,1,0,0,0,1084
14,5,1,0,5,0,0,0,0,0,0,318
28,1,1,0,4,0,0,0,0,0,0,175
28,4,1,1,5,1,1,1,0,0,0,814
28,1,1,1,4,0,0,0,0,0,0,205
14,1,1,0,4,0,0,0,0,0,0,130
56,3,1,1,5,1,1,1,0,0,0,1033
14,2,1,1,4,0,0,0,0,0,0,177
28,1,1,1,4,0,0,0,0,0,0,185
84,2,1,1,5,1,1,1,0,0,0,1089
84,3,1,1,5,1,1,1,0,0,0,1336
28,1,1,1,4,0,0,0,0,0,0,205
56,3,1,1,5,0,0,1,0,0,0,780
84,3,1,1,5,1,1,1,0,0,0,1336
28,3,1,1,5,0,1,1,0,0,0,591
28,2,1,1,4,0,0,0,0,0,0,284
28,2,1,0,4,0,0,0,0,0,0,279
7,5,1,0,5,0,0,0,0,0,0,184
7,5,1,0,5,0,0,0,0,0,0,209
28,1,1,1,4,0,0,0,0,0,0,210
56,3,1,1,5,1,1,1,0,0,0,1028
14,3,1,0,5,0,0,0,0,0,0,234
14,2,1,1,4,0,0,0,0,0,0,167
28,4,1,1,5,0,1,1,0,0,0,675
84,2,1,1,5,1,1,1,0,0,0,1099
14,3,1,0,5,0,0,0,0,0,0,244
7,5,1,0,5,0,0,0,0,0,0,199
14,5,1,0,5,0,0,0,0,0,0,298
56,4,1,1,5,0,1,1,0,0,0,1042
14,2,1,1,4,0,0,0,0,0,0,167
28,3,1,1,5,1,1,1,0,0,0,735
56,3,1,1,5,1,0,1,0,0,0,929
56,2,1,1,5,1,1,1,0,0,0,860
28,1,1,0,4,0,0,0,0,0,0,175
28,3,1,1,5,1,0,1,0,0,0,621
28,2,1,1,4,0,0,0,0,0,0,294
28,3,1,1,5,0,1,1,0,0,0,591
84,3,1,1,5,1,1,1,0,0,0,1336
56,3,1,1,5,1,1,1,0,0,0,1043
28,1,1,0,4,0,0,0,0,0,0,180
7,3,1,0,5,0,0,0,0,0,0,167
28,1,1,1,4,0,0,0,0,0,0,205
56,4,1,1,5,1,1,1,0,0,0,1206
14,3,1,0,5,0,0,0,0,0,0,224
84,2,1,1,5,1,1,1,0,0,0,1099
7,5,1,0,5,0,0,0,0,0,0,179
56,3,1,1,5,0,1,1,0,0,0,884
84,3,1,1,5,1,1,1,0,0,0,1346
14,5,1,0,5,0,0,0,0,0,0,318
56,3,1,1,5,1,1,1,0,0,0,1043
28,4,1,1,5,0,0,1,0,0,0,566
56,2,1,1,5,1,1,1,0,0,0,875
56,4,1,1,5,1,1,0,0,0,0,1112
7,5,1,0,5,0,0,0,0,0,0,179
14,2,1,0,4,0,0,0,0,0,0,152
14,3,1,0,5,0,0,0,0,0,0,234
56,3,1,1,5,1,1,1,0,0,0,1038
84,2,1,1,5,1,1,1,0,0,0,1104
28,4,1,1,5,1,1,0,0,0,0,725
28,2,1,1,4,0,0,0,0,0,0,279
14,5,1,0,5,0,0,0,0,0,0,318
56,2,1,1,5,1,1,1,0,0,0,860
84,3,1,1,5,1,1,1,0,0,0,1331
28,3,1,1,5,1,0,1,0,0,0,621
7,5,1,0,5,0,0,0,0,0,0,209
56,2,1,1,5,1,1,1,0,0,0,850
14,1,1,0,4,0,0,0,0,0,0,110
56,3,1,1,5,1,1,1,0,0,0,1038
84,2,1,1,5,1,1,1,0,0,0,1074
56,3,1,1,5,1,1,1,0,0,0,1033
28,3,1,1,5,0,1,1,0,0,0,576
7,5,1,0,5,0,0,0,0,0,0,204
84,2,1,1,5,1,1,1,0,0,0,1104
28,4,1,1,5,1,0,0,0,0,0,641
7,5,1,0,5,0,0,0,0,0,0,194
28,1,1,1,4,0,0,0,0,0,0,185
7,5,1,0,5,0,0,0,0,0,0,184
28,2,1,0,4,0,0,0,0,0,0,274
28,3,1,1,5,1,1,1,0,0,0,740
56,2,1,1,5,1,1,1,0,0,0,850
84,3,1,1,5,1,1,1,0,0,0,1336
28,4,1,1,5,1,1,0,0,0,0,735
84,3,1,1,5,1,1,1,0,0,0,1351
84,3,1,1,5,1,1,1,0,0,0,1346
28,3,1,1,5,1,0,0,0,0,0,562
7,5,1,0,5,0,0,0,0,0,0,204
84,3,1,1,5,1,1,1,0,0,0,1326
28,3,1,1,5,1,1,0,0,0,0,651
14,1,1,0,4,0,0,0,0,0,0,100
14,2,1,1,4,0,0,0,0,0,0,182
14,3,1,0,5,0,0,0,0,0,0,219
56,2,1,1,5,1,1,1,0,0,0,865
56,4,1,1,5,0,1,0,0,0,0,963
14,3,1,0,5,0,0,0,0,0,0,224
28,1,1,0,4,0,0,0,0,0,0,195
84,3,1,1,5,1,1,1,0,0,0,1341
84,2,1,1,5,1,1,1,0,0,0,1084
14,1,1,1,4,0,0,0,0,0,0,130
14,2,1,1,4,0,0,0,0,0,0,157
14,5,1,0,5,0,0,0,0,0,0,318
14,1,1,1,4,0,0,0,0,0,0,135
84,2,1,1,5,1,1,1,0,0,0,1079
56,3,1,1,5,0,1,1,0,0,0,884
14,5,1,0,5,0,0,0,0,0,0,308
14,3,1,0,5,0,0,0,0,0,0,214
84,3,1,1,5,1,1,1,0,0,0,1336
56,3,1,1,5,1,1,1,0,0,0,1043
14,5,1,0,5,0,0,0,0,0,0,323
28,2,1,0,4,0,0,0,0,0,0,284
84,2,1,1,5,1,1,1,0,0,0,1089
7,3,1,0,5,0,0,0,0,0,0,137
84,3,1,1,5,1,1,1,0,0,0,1351
7,5,1,0,5,0,0,0,0,0,0,189
14,2,1,0,4,0,0,0,0,0,0,167
28,2,1,1,4,0,0,0,0,0,0,289
28,2,1,0,4,0,0,0,0,0,0,274
56,3,1,1,5,1,1,1,0,0,0,1048
56,4,1,1,5,0,1,0,0,0,0,968
56,3,1,1,5,0,0,1,0,0,0,800
28,4,1,1,5,0,1,0,0,0,0,581
28,1,1,1,4,0,0,0,0,0,0,195
14,1,1,1,4,0,0,0,0,0,0,135
56,4,1,1,5,1,1,1,0,0,0,1196
56,3,1,1,5,1,1,1,0,0,0,1028
28,2,1,1,4,0,0,0,0,0,0,289
56,3,1,1,5,1,1,1,0,0,0,1048
14,2,1,0,4,0,0,0,0,0,0,142
56,3,1,1,5,1,1,1,0,0,0,1028
28,2,1,1,4,0,0,0,0,0,0,279
28,3,1,1,5,1,1,1,0,0,0,710
14,1,1,1,4,0,0,0,0,0,0,140
14,3,1,0,5,0,0,0,0,0,0,234
28,4,1,1,5,1,1,0,0,0,0,730
56,3,1,1,5,1,1,1,0,0,0,1048
14,1,1,0,4,0,0,0,0,0,0,110
14,3,1,0,5,0,0,0,0,0,0,239
56,3,1,1,5,1,1,1,0,0,0,1018
56,4,1,1,5,1,0,1,0,0,0,1092
84,3,1,1,5,1,1,1,0,0,0,1331
7,3,1,0,5,0,0,0,0,0,0,152
56,2,1,1,5,1,1,1,0,0,0,870
14,3,1,0,5,0,0,0,0,0,0,234
14,3,1,0,5,0,0,0,0,0,0,244
56,3,1,1,5,1,1,1,0,0,0,1023
28,3,1,1,5,1,1,1,0,0,0,730
56,3,1,1,5,1,1,1,0,0,0,1028
84,3,1,1,5,1,1,1,0,0,0,1336
56,2,1,1,5,1,1,1,0,0,0,875
14,2,1,0,4,0,0,0,0,0,0,152
56,3,1,1,5,1,1,1,0,0,0,1038
7,5,1,0,5,0,0,0,0,0,0,189
84,2,1,1,5,1,1,1,0,0,0,1104
56,4,1,1,5,1,1,0,0,0,0,1137
14,2,1,0,4,0,0,0,0,0,0,157
14,2,1,0,4,0,0,0,0,0,0,142
84,2,1,1,5,1,1,1,0,0,0,1094
14,1,1,0,4,0,0,0,0,0,0,100
28,1,1,1,4,0,0,0,0,0,0,205
14,5,1,0,5,0,0,0,0,0,0,298
84,2,1,1,5,1,1,1,0,0,0,1104
28,1,1,1,4,0,0,0,0,0,0,205
14,1,1,0,4,0,0,0,0,0,0,120
14,1,1,1,4,0,0,0,0,0,0,125
56,3,1,1,5,1,1,1,0,0,0,1023
28,3,1,1,5,0,0,1,0,0,0,492
28,4,1,1,5,0,1,1,0,0,0,660
28,4,1,1,5,1,1,1,0,0,0,804
56,3,1,1,5,1,1,1,0,0,0,1038
28,4,1,1,5,1,0,0,0,0,0,621
84,2,1,1,5,1,1,1,0,0,0,1079
28,3,1,1,5,0,0,1,0,0,0,482
14,3,1,0,5,0,0,0,0,0,0,224
14,3,1,0,5,0,0,0,0,0,0,234
14,5,1,0,5,0,0,0,0,0,0,308
56,3,1,1,5,1,1,1,0,0,0,1028
14,1,1,1,4,0,0,0,0,0,0,145
14,2,1,1,4,0,0,0,0,0,0,177
56,3,1,1,5,0,0,1,0,0,0,790
28,1,1,0,4,0,0,0,0,0,0,175
56,4,1,1,5,1,0,0,0,0,0,1018
56,3,1,1,5,1,1,1,0,0,0,1048
56,3,1,1,5,1,1,1,0,0,0,1048
28,3,1,1,5,1,0,0,0,0,0,547
7,3,1,0,5,0,0,0,0,0,0,162
56,4,1,1,5,1,0,1,0,0,0,1107
7,3,1,0,5,0,0,0,0,0,0,152
7,3,1,0,5,0,0,0,0,0,0,162
56,2,1,1,5,1,1,1,0,0,0,880
7,5,1,0,5,0,0,0,0,0,0,184
28,4,1,1,5,1,1,0,0,0,0,740
28,1,1,1,4,0,0,0,0,0,0,205
14,3,1,0,5,0,0,0,0,0,0,229
84,2,1,1,5,1,1,1,0,0,0,1094
56,3,1,1,5,1,1,1,0,0,0,1023
14,3,1,0,5,0,0,0,0,0,0,239
84,2,1,1,5,1,1,1,0,0,0,1094
14,1,1,1,4,0,0,0,0,0,0,125
14,2,1,1,4,0,0,0,0,0,0,167
28,2,1,1,4,0,0,0,0,0,0,289
28,3,1,1,5,0,1,0,0,0,0,512
56,4,1,1,5,0,1,1,0,0,0,1047
28,3,1,1,5,1,1,1,0,0,0,715
